title,pleiadesID,longitude,latitude
Athenae,579885,23.726268222011864,37.972453602957316
Lyktos,589918,25.3682,35.2081
Sparta,570685,22.424682546177092,37.08184552460426
Thebae,541138,23.317577,38.319156
Alexandria,727070,29.909773,31.201435
