title,longitude,latitude,url,depictions
Athenae,23.726268222011864,37.972453602957316,https://pleiades.stoa.org/places/579885,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.4FHg4AYsv8TKGBl59wgB5wHaE9%26pid%3DApi&f=1&ipt=d8f259f846ee2f7b6012d53bd9bbc4e7987866bf16edc3aaf784622e1d0e1823&ipo=images
Lyktos,25.3682,35.2081,https://pleiades.stoa.org/places/589918,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.N852_XcFPC9jDds2VfkXpAHaEK%26pid%3DApi&f=1&ipt=b3aaec729a5007cd4a9ba074013a8247f428539c3ee699017efae16e6d02f0b2&ipo=images
Sparta,22.424682546177092,37.08184552460426,https://pleiades.stoa.org/places/570685,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fres.cloudinary.com%2Fodysseytraveller%2Fimage%2Ffetch%2Ff_auto%2Cq_auto%2Cdpr_auto%2Cr_4%2Cw_765%2Ch_535.5%2Cc_limit%2Fhttps%3A%2F%2Fcdn.odysseytraveller.com%2Fapp%2Fuploads%2F2020%2F02%2FGettyImages-177310115.jpg&f=1&nofb=1&ipt=7c2ad7665b28ca9ad2489063f6dfee4b2b7e687f1217868d32a406a493ae7227&ipo=images
Thebae,23.317577,38.319156,https://pleiades.stoa.org/places/541138,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.nwObpVkc7ImTCikXKfXxaAHaEK%26pid%3DApi&f=1&ipt=ae937467f584f2013f567dec4924d8398c8b7e50d79ca3956eff4dc5c013e8e1&ipo=images
Alexandria,29.909773,31.201435,https://pleiades.stoa.org/places/727070,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fleosystem.travel%2Fwp-content%2Fuploads%2F2020%2F10%2F577181344.jpg&f=1&nofb=1&ipt=858fcf84c42ece97d11947dbb5ef4383f933fa6308156f5f1bdb67f8c6805431&ipo=images
