title,longitude,latitude,url,depictions
Athenae,23.726268222011864,37.972453602957316,"https://pleiades.stoa.org/places/579885",https://upload.wikimedia.org/wikipedia/commons/2/2f/Erechtheum_Acropolis_Athens.jpg
Lyktos,25.3682,35.2081,"https://pleiades.stoa.org/places/589918",https://upload.wikimedia.org/wikipedia/commons/5/5d/%CE%92%CE%BF%CF%85%CE%BB%CE%B5%CF%85%CF%84%CE%AE%CF%81%CE%B9%CE%BF%2C_%CE%9B%CF%8D%CF%84%CF%84%CE%BF%CF%82_0214.jpg
Sparta,22.424682546177092,37.08184552460426,"https://pleiades.stoa.org/places/570685",https://upload.wikimedia.org/wikipedia/commons/9/9e/Menelaion.jpg
Thebae,23.317577,38.319156,"https://pleiades.stoa.org/places/541138",https://upload.wikimedia.org/wikipedia/commons/e/e5/Thebes-1.jpg
Alexandria,29.909773,31.201435,"https://pleiades.stoa.org/places/727070",https://upload.wikimedia.org/wikipedia/commons/5/52/Pompey%27s_Pillar_with_Sphinx.jpg
